Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
Box6_PU97	Box6_PU97				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Pulliyar	Pulliyar	Yes	..	India	South Asia	..	..	M			495928											Dravidian	Cline
mondal_PRBB-2.SG	PRBB-2	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	PUN.SG	PUN.SG	Yes	Punjabi	India	South Asia	..	..	M	..	15.58	1171404	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
S_Punjabi-3.DG	HG02790	HG02790	n/a	S_Punjabi-3	Shotgun.diploid	no 14C date	MallickNature2016	n/a (modern)	0	present	PD	Punjabi.DG	Punjabi.DG	Yes	Lahore	Pakistan	South Asia	31.5	74.3	F	..	33.86	1120491	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Punjabi-4.DG	S_Punjabi-4	S_Punjabi-4	n/a	S_Punjabi-4	Shotgun.diploid	no 14C date	MallickNature2016	n/a (modern)	0	present	PD	Punjabi.DG	Punjabi.DG	Yes	Lahore	Pakistan	South Asia	31.5	74.3	F	..	34.69	1118456	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Punjabi-1.DG	HG02724	HG02724	n/a	S_Punjabi-1	Shotgun.diploid	no 14C date	MallickNature2016	n/a (modern)	0	present	PD	Punjabi.DG	Punjabi.DG	Yes	Lahore	Pakistan	South Asia	31.5	74.3	M	..	34.65	1119219	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
S_Punjabi-2.DG	HG02783	HG02783	n/a	S_Punjabi-2	Shotgun.diploid	no 14C date	MallickNature2016	n/a (modern)	0	present	PD	Punjabi.DG	Punjabi.DG	Yes	Lahore	Pakistan	South Asia	31.5	74.3	M	..	38.93	1120608	PASS	n/a (modern)	n/a (modern)	n/a	0	..	0	..	..	..		..
mondal_RAI-11.SG	RAI-11	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	14.66	1146210	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-12.SG	RAI-12	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	17.18	1167311	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-13.SG	RAI-13	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	17.47	1137834	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-15.SG	RAI-15	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	16.82	1132405	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-2.SG	RAI-2	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	16.36	1157542	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-3.SG	RAI-3	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	17.35	1161281	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-4.SG	RAI-4	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	15.75	1154536	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-5.SG	RAI-5	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	13.67	1172357	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-8.SG	RAI-8	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	14.92	1141086	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
mondal_RAI-9.SG	RAI-9	..	..	..	Shotgun	no 14C date	MondalNatureGenetics2016	n/a (modern)	0	present	PD	RAJ.SG	RAJ.SG	Yes	Rajput	India	South Asia	..	..	M	..	12.96	1163807	PASS	n/a (modern)	n/a (modern)	..	0	..	0	..	..	..		..
stockplate14_F1	stockplate14_F1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			578416											Tibeto-Burman	East Asian-related
stockplate14_F12	stockplate14_F12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			578536											Tibeto-Burman	East Asian-related
stockplate14_F2	stockplate14_F2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			577255											Tibeto-Burman	East Asian-related
stockplate14_F4	stockplate14_F4				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			578510											Tibeto-Burman	East Asian-related
CCMB_PL_4_g9	CCMB_PL_4_g9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			532654											Tibeto-Burman	East Asian-related
CCMB_PL_4_g12	CCMB_PL_4_g12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496889											Tibeto-Burman	East Asian-related
CCMB_PL_4_h1	CCMB_PL_4_h1				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496912											Tibeto-Burman	East Asian-related
CCMB_PL_4_h10	CCMB_PL_4_h10				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			497673											Tibeto-Burman	East Asian-related
CCMB_PL_4_h11	CCMB_PL_4_h11				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496010											Tibeto-Burman	East Asian-related
CCMB_PL_4_h12	CCMB_PL_4_h12				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496737											Tibeto-Burman	East Asian-related
CCMB_PL_4_h2	CCMB_PL_4_h2				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496713											Tibeto-Burman	East Asian-related
CCMB_PL_4_h3	CCMB_PL_4_h3				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			495683											Tibeto-Burman	East Asian-related
CCMB_PL_4_h4	CCMB_PL_4_h4				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			497586											Tibeto-Burman	East Asian-related
CCMB_PL_4_h5	CCMB_PL_4_h5				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			497122											Tibeto-Burman	East Asian-related
CCMB_PL_4_h7	CCMB_PL_4_h7				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			497864											Tibeto-Burman	East Asian-related
CCMB_PL_4_h8	CCMB_PL_4_h8				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			496796											Tibeto-Burman	East Asian-related
CCMB_PL_4_h9	CCMB_PL_4_h9				HO	no 14C date	NakatsukaNatureGenetics2017	K. Thangaraj / Lalji Singh / Niraj Rai	0	present	PD	Rajbanshi	Rajbanshi	Yes	"West Bengal, Kolkatta"	India	South Asia	22.57264722	88.36389444	M			493335											Tibeto-Burman	East Asian-related
