Sample_ID	Master ID	Skeletal code	Skeletal element	LibraryID(s)	Data type	14C date(s) that are newly published in this study	Study in which DNA was published	Associated authors if this is a newly reported sample	Average of 95.4% date range in calBP (defined as 1950 CE)  	"Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age B, Lab number) e.g. 5983-5747 calBCE (6980±50 B B, Beta-226472). (Format 2) Archaeological context date B, e.g. 2500-1700 BCE"	Period	Analysis label	Culture label	Passed all analysis filters	Location	Country	Deme	Lat.	Long.	Sex	mtDNA best (>2x)	Coverage at autosomal SNPs in the ~1.2 million target set	Number of the ~1.2 million SNPs hit (autosomes only)	Assessment of data quality (notes in parentheses)	X-contamination point estimate from ANGSD if male and ≥200 SNPs	X-contamination Z-score from ANGSD if male and ≥200 SNPs	UDG treatment (minus=untreated; half=treated except in last nucleotides; plus=treated over all nucleotides)	Number of new dates reported in this study	Get date?	Count of entries for samples with newly reported data	Missing archaeological description	Missing skeletal code(s)	Missing latitude / longitude	language	clinal status
I2754	I2754	GEN23	petrous	S2754.L1	1240K	previously published 14C date	LipsonNature2017	n/a (previously reported)	5131	"3337-3024 calBCE (4465±30 BP, Poz-83637)"	C / EN	Baden_LCA	Baden_LCA	Yes	"Balatonlelle, Fels-Gamász"	Hungary	Europe	46.78469	17.731714	M	J1c	0.335	321304	PASS (mtcontam=0.84)	..	..	half	0	..	0	..	..	..		..
I2785	I2785	GEN55	petrous	S2785.L1	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	5175	3600-2850 BCE	C / EN	Baden_LCA	Baden_LCA	Yes	"Vámosgyörk, MHAT telep"	Hungary	Europe	47.684976	19.918434	F	T2c2	0.811	572729	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I2752	I2752	GEN21	petrous	S2752.L1	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	5175	3600-2850 BCE	C / EN	Baden_LCA	Baden_LCA	Yes	"Balatonlelle, Fels-Gamász"	Hungary	Europe	46.78469	17.731714	M	K1a1	0.669	520804	PASS	..	..	half	0	..	0	..	..	..		..
I2755	I2755	GEN24	petrous	S2755.L1	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	5175	3600-2850 BCE	C / EN	Baden_LCA	Baden_LCA	Yes	"Balatonlelle, Fels-Gamász"	Hungary	Europe	46.78469	17.731714	M	U8b1a1	0.037	42687	QUESTIONABLE (mtcontam=0.898)	..	..	half	0	..	0	..	..	..		..
I2371	I2371	GEN17a	petrous	S2371.L1	1240K	previously published 14C date	LipsonNature2017	n/a (previously reported)	5179	"3359-3098 calBCE (4520±35 BP, Poz-83635)"	C / EN	Baden_LCA	Baden_LCA	Yes	Alsonemedi	Hungary	Europe	47.31875	19.16692	M	U5b3f	0.823	546806	PASS (Xcontam=0.013)	..	..	half	0	..	0	..	..	..		..
I2369	I2369	GEN15a	petrous	S2369.L1	1240K	previously published 14C date	LipsonNature2017	n/a (previously reported)	5185	"3367-3103 calBCE (4545±35 BP, Poz-83634)"	C / EN	Baden_LCA	Baden_LCA	Yes	"Budakalász, Luppa csárda"	Hungary	Europe	47.62094	19.04494	M	J2a1a1	1.664	758484	"PASS (Xcontam=0.010, mtcontam=0.977)"	..	..	half	0	..	0	..	..	..		..
I7272	I7272	BRAN_23	petrous	S7272.E1.L1	1240K	"3630-3377 calBCE (4715±20 BP, PSUAMS-4239)"	OlaldeNature2018	n/a (previously reported)	5454	"3630-3377 calBCE (4715±20 BP, PSUAMS-4239)"	C / EN	Brandysek_N	Brandysek_N	Yes	Brandysek	Czech Republic	Europe	50.19	14.158	M	K2a5	3.646946	773560	PASS (Xcontam=0.005)	..	..	half	1	..	0	..	..	..		..
I2111_published	I2111	5.V5a-H5	bone (cranial)	S2111.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	5647	"3758-3636 calBCE (4888±32 BP, OxA-26204)"	C / EN	Tripolye	Tripolye	Yes	Verteba Cave	Ukraine	Europe	48.7225	25.880833	M	HV	0.054	62041	PASS (mtcontam=0.972)	..	..	half	0	..	0	..	..	..		..
I4089	I4089	URZI48	petrous	S4089.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	5653	"3761-3645 calBCE (4915±25 BP, PSUAMS-1746)"	C / EN	Romania_C	Romania_C	Yes	Urziceni	Romania	Europe	47.7467	22.395	M	J1c	3.077	784776	PASS (Xcontam=0.012)	..	..	half	0	..	0	..	..	..		..
I2110	I2110	4.V4a-H4	bone (cranial)	S2110.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	5735	"3911-3659 calBCE (4976±33 BP, OxA-26203)"	C / EN	Tripolye	Tripolye	Yes	Verteba Cave	Ukraine	Europe	48.7225	25.880833	M	T2b	0.154	164691	PASS	..	..	half	0	..	0	..	..	..		..
I1926	I1926	1V1a-H1	tooth	S1926.E1.L2	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	5736	"3931-3640 calBCE [3705-3640 calBCE (4890±30 BP, Beta-432808), 3931-3670 calBCE (4985±30 BP, OxA-25991)]"	C / EN	Tripolye	Tripolye	Yes	Verteba Cave	Ukraine	Europe	48.7225	25.880833	M	H5a	0.211	219791	PASS (Xcontam=0.046 andXcontamZ=1.3)	..	..	half	0	..	0	..	..	..		..
I3151_published	I3151	6 V6a-H6	tooth and bone (cranial)	S3206.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	5750	4000-3600 BCE	C / EN	Tripolye	Tripolye	Yes	Verteba Cave	Ukraine	Europe	48.7225	25.880833	M	U8b1b	0.029	34031	PASS (mtcontam=0.96)	..	..	half	0	..	0	..	..	..		..
I4088	I4088	URZI16	petrous	S4088.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	6154	"4331-4076 calBCE (5380±25 BP, PSUAMS-1832)"	C / EN	Romania_C	Romania_C	Yes	Urziceni	Romania	Europe	47.7467	22.395	F	K2a	1.925	699220	QUESTIONABLE	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4441	I4441	"ZVEJ22, Burial 173"	petrous	S4441.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	6725	"4837-4713 calBCE (5900±30 BP, PSUAMS-2265)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a1c	3.521	747334	PASS (Xcontam=0.005)	..	..	half	0	..	0	..	..	..		..
I5205	I5205	SCH2	petrous	S5205.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	6950	5500-4500 BCE	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	F	H	4.457	831792	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I5206	I5206	SCH3	petrous	S5206.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	6950	5500-4500 BCE	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	F	T2b	3.407	811457	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I5208	I5208	SCH5	petrous	S5208.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	6950	5500-4500 BCE	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	F	K1b1a	4.95	899049	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I5204	I5204	SCH14/2	petrous	S5204.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	6950	5500-4500 BCE	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	M	J1c2	4.769	850732	PASS (Xcontam=0.005)	..	..	half	0	..	0	..	..	..		..
I5207	I5207	SCH4	petrous	S5207.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	6950	5500-4500 BCE	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	M	H67	4.447	924723	PASS (Xcontam=0.006)	..	..	half	0	..	0	..	..	..		..
I0821	I0821	HAL24	tooth	"S2024.L1,S2024.L2"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	6976	"5201-4850 calBCE (6076±34 BP, KIA-40348)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	X2d1	0.908	629014	PASS	..	..	"half,half"	0	..	0	..	..	..		..
I0100	I0100	HAL4	tooth	"S2006.L1,S0273.L1,S1227.L1"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	6977	"5202-4852 calBCE (6080±32 BP, KIA-40341)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	N1a1a1a	6.915	982315	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I2014	I2014	HAL15a	tooth	S2014.L2	1240K	previously  published 14C date	LipsonNature2017	n/a (previously reported)	6978	"5199-4857 calBCE (6081±30 BP, KIA-40344)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	N1a1a1a3	0.017	19344	PASS	..	..	half	0	..	0	..	..	..		..
I5069	I5069	KH55	petrous	S5069.E1.L1	1240K	"5198-4936 calBCE (6090±25 BP, PSUAMS-4326)"	MathiesonNature2018	n/a (previously reported)	7017	"5198-4936 calBCE (6090±25 BP, PSUAMS-4326)"	C / EN	LBK_EN	LBK_EN	Yes	Kleinhadersdorf Flur Marchleiten	Austria	Europe	48.663197	16.589687	F	N1a1	3.364	843684	PASS	n/a (female)	n/a (female)	half	1	..	0	..	..	..		..
I4628	I4628	ZVEJ27	petrous	S4628.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	7027	"5302-4852 calBCE (6145±80 BP, Ua-19883)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a2d	2.881	717447	PASS	..	..	half	0	..	0	..	..	..		..
I0659	I0659	HAL2	tooth	"S2004.aL1,S2004.L2"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7037	"5211-4963 calBCE (6130±40 BP, KIA-40350)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	N1a1a1a2	0.871	648193	PASS	..	..	"half,half,half"	0	..	0	..	..	..		..
I0046	I0046	HAL5	tooth	"S2007.L1,S2007.L2"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7051	"5211-4991 calBCE (6136±34 BP, MAMS-21479)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	T2c1	2.744	950914	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I2008	I2008	HAL07a	tooth	"S2008.L1,S2008.L2"	1240K	previously  published 14C date	LipsonNature2017	n/a (previously reported)	7052	"5212-4992 calBCE (6137±35 BP, KIA-40342)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	N1a1a1	0.113	121860	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I0048	I0048	HAL25	tooth	"S2025.L1,S2025.L2"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7056	"5210-5002 calBCE (6153±33 BP, MAMS-21482)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	K1a	0.579	489640	PASS	..	..	"half,half"	0	..	0	..	..	..		..
I5070	I5070	SCH1	petrous	S5070.E1.L1	1240K	"5208-5003 calBCE (6140±25 BP, PSUAMS-4224)"	MathiesonNature2018	n/a (previously reported)	7056	"5208-5003 calBCE (6140±25 BP, PSUAMS-4224)"	C / EN	LBK_EN	LBK_EN	Yes	Schletz	Austria	Europe	48.579752	16.46931	M	K1a1a	3.51	868481	PASS (Xcontam=0.007)	..	..	half	1	..	0	..	..	..		..
I2037	I2037	HAL39b	tooth	"S2037.L1,S2037.L2"	1240K	previously  published 14C date	LipsonNature2017	n/a (previously reported)	7056	"5210-5002 calBCE (6144±32 BP, KIA-40343)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	H1e	0.209	206907	PASS	..	..	"half,half"	0	..	0	..	..	..		..
I0056	I0056	HAL14	tooth	"S2013.L1,S0225.L1"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7061	"5213-5009 calBCE (6156±35 BP, MAMS-21480)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	T2b	0.406	367760	QUESTIONABLE (mtcontam=0.796-0.839)	..	..	half	0	..	0	..	..	..		..
I0057	I0057	HAL34	bone	"S2031.L1,S2031.L2"	1240K	previously  published 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7070	"5219-5021 calBCE (6173±34 BP, MAMS-21483)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	N1a1a1	0.47	392874	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I0054	I0054	UWS4	petrous	"S0223.L1,S0396.L1,S0397.L1"	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7072	"5222-5022 calBCE (6180±34 BP, MAMS-21485)"	C / EN	LBK_EN	LBK_EN	Yes	Unterwiederstedt	Germany	Europe	51.66	11.53	F	J1c17	18.61	978534	PASS (mtcontam=0.963-0.986)	n/a (female)	n/a (female)	"plus,plus,plus"	0	..	0	..	..	..		..
I0795	I0795	KAR6	tooth	S0795.L1	1240K	previously  published 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7079	"5217-5041 calBCE (6174±29 BP, MAMS-22823)"	C / EN	LBK_EN	LBK_EN	Yes	Karsdorf	Germany	Europe	51.28305556	11.65	M	H1 or H1au1b	0.097	104752	PASS	..	..	half	0	..	0	..	..	..		..
I4440	I4440	"ZVEJ21, Burial 197"	petrous	S4440.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7080	"5220-5039 calBCE (6180±30 BP, PSUAMS-2264)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U4a1	3.22	735842	PASS (Xcontam=0.007)	..	..	half	0	..	0	..	..	..		..
I5068	I5068	KH40	petrous	S5068.E1.L1	1240K	no 14C date	MathiesonNature2018	n/a (previously reported)	7088	5500-4775 BCE	C / EN	LBK_EN	LBK_EN	Yes	Kleinhadersdorf Flur Marchleiten	Austria	Europe	48.663197	16.589687	M	T2b23	0.363	329072	PASS	..	..	half	0	..	0	..	..	..		..
I2017	I2017	HAL18a	tooth	"S2017.L1,S2017.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	K2a	0.05	55588	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I2022	I2022	HAL22b	tooth	S2022.L2	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	T2b	0.018	20626	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I2030	I2030	HAL32b	tooth	"S2030.L1,S2030.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	H26	0.725	532623	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I2032	I2032	HAL35b	tooth	"S2032.L1,S2032.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	J1c	0.297	285045	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I2036	I2036	HAL38a	tooth	"S2036.L1,S2036.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	V1	0.626	468627	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I2038	I2038	HAL40a	bone	"S2038.L1,S2038.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5350-5000 BCE [1d.rel.I2005]	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	T2b	0.322	299173	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I1550	I1550	HAL19	tooth	"S2019.L1,S2019.L2"	1240K	no 14C date	"LipsonNature2017 (supplement of MathiesonNature2015, which itself was supplement of HaakLazaridis2015)"	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	K1a2	1.089	616873	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I0022	I0022	LBK1976	tooth (premolar)	S0022.L2	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	"Stuttgart-Muehlhausen, Viesenhaeuser Hof"	Germany	Europe	48.78	9.18	F	T2e	0.441	368546	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I0025	I0025	LBK1992	tooth (molar)	S0025.L2	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	"Stuttgart-Muehlhausen, Viesenhaeuser Hof"	Germany	Europe	48.78	9.18	F	T2b	2.655	836923	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I0026	I0026	LBK2155	tooth (molar)	S0026.L2	1240K	no 14C date	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	"Stuttgart-Muehlhausen, Viesenhaeuser Hof"	Germany	Europe	48.78	9.18	F	T2b	3.625	893563	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I2021	I2021	HAL21a	tooth	"S2021.L1,S2021.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	T2b	0.031	35761	PASS	..	..	"half,half"	0	..	0	..	..	..		..
I0797	I0797	KAR16A	tooth	S0797.L1	1240K	no 14C date	MathiesonNature2015	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Karsdorf	Germany	Europe	51.28305556	11.65	M	H46b	0.087	94125	PASS	..	..	half	0	..	0	..	..	..		..
I2026	I2026	HAL27a	bone	"S2026.aL1,S2026.L2"	1240K	no 14C date	LipsonNature2017	n/a (previously reported)	7125	5500-4850 BCE	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	M	N1a1a1a3	0.133	141883	PASS	..	..	"half,half"	0	..	0	..	..	..		..
I2029	I2029	HAL31a	tooth	"S2029.L1,S2029.L2"	1240K	previously  published 14C date	LipsonNature2017	n/a (previously reported)	7126	"5295-5057 calBCE (6211±32 BP, KIA-40349)"	C / EN	LBK_EN	LBK_EN	Yes	Halberstadt-Sonntagsfeld	Germany	Europe	51.89583333	11.04666667	F	K1	0.259	246281	PASS	n/a (female)	n/a (female)	"half,half"	0	..	0	..	..	..		..
I0018	I0018	Stuttgart	tooth	"S0018.L2,T9004"	1240K	previously  published 14C date	LipsonNature2017 (new libraries added in to previously published data LazaridisNature2014)	n/a (previously reported)	7140	"5310-5070 calBCE (6246±30 BP, MAMS-24635)"	C / EN	LBK_EN	LBK_EN	Yes	"Stuttgart-Muehlhausen, Viesenhaeuser Hof"	Germany	Europe	48.78	9.18	F	T2c1d1	9.651	910144	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4438	I4438	"ZVEJ16, Burial 224"	petrous	S4438.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7291	"5462-5220 calBCE (6335±35 BP, PSUAMS-2235)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U4b1a2	3.815	757881	PASS	..	..	half	0	..	0	..	..	..		..
I4552	I4552	"ZVEJ5, Burial 117"	petrous	S4552.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7377	"5479-5374 calBCE (6460±25 BP, PSUAMS-2837)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	F	U5a1d	4.174	744989	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4553	I4553	"ZVEJ7, Burial 98"	petrous	S4553.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7379	"5482-5375 calBCE (6470±25 BP, PSUAMS-2838)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a1c	1.028	513811	PASS	..	..	half	0	..	0	..	..	..		..
I4434	I4434	"ZVEJ12, Burial 128"	petrous	S4434.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7446	"5606-5385 calBCE (6530±35 BP, PSUAMS-2231)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a2d	3.483	745524	PASS (Xcontam=0.007)	..	..	half	0	..	0	..	..	..		..
I4595	I4595	"ZVEJ8, Grave 99"	petrous	S4595.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7637	"5728-5646 calBCE (6800±25 BP, PSUAMS-2683)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	F	U2e1	4.22	784978	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4439	I4439	ZVEJ20	petrous	S4439.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7648	"5763-5633 calBCE (6815±40 BP, PSUAMS-2236)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5b1d1	3.781	758805	PASS	..	..	half	0	..	0	..	..	..		..
I4551	I4551	"ZVEJ4, Burial 108"	petrous	S4551.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7671	"5775-5666 calBCE (6845±25 BP, PSUAMS-2836)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a2c3	3.901	708525	PASS	..	..	half	0	..	0	..	..	..		..
I4626	I4626	ZVEJ25	petrous	S4626.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	7689	"5841-5636 calBCE (6840±55 BP, Hela-1212)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U2e1	0.542	379869	PASS	..	..	half	0	..	0	..	..	..		..
I4878	I4878	VLSC_U21	petrous	S4878.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7803	"5995-5710 calBCE (6955±76 BP, PSUAMS-2383 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)"	M / N	WEHG	Iron_Gates_HG	Yes	Vlasac	Serbia	Europe	44.53368	22.05032	M	U4a	4.608	816301	PASS	..	..	half	0	..	0	..	..	..		..
I4880	I4880	VLSC_U62	petrous	S4880.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7813	"6000-5725 calBCE (6979±75 BP, PSUAMS-2384 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)"	M / N	WEHG	Iron_Gates_HG	Yes	Vlasac	Serbia	Europe	44.53368	22.05032	M	U4b1b1	3.941	827165	PASS (Xcontam=0.004)	..	..	half	0	..	0	..	..	..		..
I4873	I4873	VLSC_H53	petrous	S4873.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	7872	"6006-5838 calBCE (7035±40 BP, OxA-16544)"	M / N	WEHG	Iron_Gates_HG	Yes	Vlasac	Serbia	Europe	44.53368	22.05032	F	U5a2a	4.236	803852	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4432	I4432	"ZVEJ10, Burial 67"	petrous	S4432.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7948	"6075-5920 calBCE (7140±40 BP, PSUAMS-2230)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a2c	3.757	746654	PASS (Xcontam=0.007)	..	..	half	0	..	0	..	..	..		..
I4596	I4596	"ZVEJ9, Burial 49"	petrous	S4596.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	7976	"6061-5990 calBCE (7150±25 BP, PSUAMS-2839)"	M / N	Latvia_HG	Latvia_HG	Yes	Zvejnieki	Latvia	Europe	56.2833	25.1333	M	U5a2d	4.379	826812	PASS (Xcontam=0.005)	..	..	half	0	..	0	..	..	..		..
I5233	I5233	PADN_5	petrous	S5233.E1.L1	1240K	previously  published 14C date	MathiesonNature2018	n/a (previously reported)	8001	"6224-5878 calBCE (7158±85 BP, AA-57770, corrected for Freshwater Reservoir Effect) "	M / N	WEHG	Iron_Gates_HG	Yes	Padina	Serbia	Europe	44.595879	22.010568	F	U5b1d1	2.644	824280	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
I4917	I4917	HJDK_33	petrous	S4917.E1.L1	1240K	previously published 14C date	MathiesonNature2018	n/a (previously reported)	8058	"6220-5995 calBCE (7209±57 BP, PSUAMS-2374 corrected for freshwater marine reservoir effect with Method 1 of Cook et al. 2002 with the modifications recommended by Cook et al. 2011)"	M / N	WEHG	Iron_Gates_HG	Yes	Hajduka Vodenica	Serbia	Europe	44.640262	22.30333	F	U5a1c	2.696	789618	PASS	n/a (female)	n/a (female)	half	0	..	0	..	..	..		..
